Amount,Amount Paid To,Label,ToD,Date,Month,Year,Time,Mode,Notes
₹123.00,,,Morning,23/08/2024,August,2024,9:28 am,Debit,"Sent ₹123.00 using Bank Account XXXXXX7517 Aug 23, 2024, 9:28:53 AM GMT+05:30"
₹174.00,Burfi Ghar Kondapur 2,Food,Night,22/08/2024,August,2024,9:56 pm,Debit,"Paid ₹174.00 to Burfi Ghar Kondapur 2 using Bank Account XXXXXX7517 Aug 22, 2024, 9:56:30 PM GMT+05:30"
₹30.00,Mr  ASHOK KUMAR  PER,Smoke,Evening,22/08/2024,August,2024,4:59 pm,Debit,"Paid ₹30.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 22, 2024, 4:59:05 PM GMT+05:30"
₹480.00,Chandigarh Dhaba,Food,Night,21/08/2024,August,2024,9:27 pm,Debit,"Paid ₹480.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Aug 21, 2024, 9:27:49 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,21/08/2024,August,2024,2:34 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 21, 2024, 2:34:36 PM GMT+05:30"
₹30.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,21/08/2024,August,2024,2:24 pm,Debit,"Paid ₹30.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 21, 2024, 2:24:04 PM GMT+05:30"
"₹5,000.00",,,Afternoon,21/08/2024,August,2024,2:05 pm,Debit,"Sent ₹5000.00 using Bank Account XXXXXX7517 Aug 21, 2024, 2:05:23 PM GMT+05:30"
₹440.00,SHREYA KANSAL,,Morning,21/08/2024,August,2024,8:46 am,Debit,"Paid ₹440.00 to SHREYA KANSAL using Bank Account XXXXXX7517 Aug 21, 2024, 8:46:05 AM GMT+05:30"
₹500.00,,,Night,20/08/2024,August,2024,11:30 pm,Debit,"Sent ₹500.00 using Bank Account XXXXXX7517 Aug 20, 2024, 11:30:48 PM GMT+05:30"
₹130.00,Uma Malleswara Foods,Food,Night,20/08/2024,August,2024,8:52 pm,Debit,"Paid ₹130.00 to Uma Malleswara Foods using Bank Account XXXXXX7517 Aug 20, 2024, 8:52:06 PM GMT+05:30"
₹112.00,CHIPPA NAVEEN KUMAR,,Night,20/08/2024,August,2024,7:22 pm,Debit,"Paid ₹112.00 to CHIPPA NAVEEN KUMAR using Bank Account XXXXXX7517 Aug 20, 2024, 7:22:40 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Morning,20/08/2024,August,2024,11:02 am,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 20, 2024, 11:02:09 AM GMT+05:30"
₹44.00,Burfi Ghar Kondapur 2,Food,Night,19/08/2024,August,2024,8:01 pm,Debit,"Paid ₹44.00 to Burfi Ghar Kondapur 2 using Bank Account XXXXXX7517 Aug 19, 2024, 8:01:33 PM GMT+05:30"
"₹5,855.00",MAKEMYTRIP INDIA PVT LTD IN,Travel,Afternoon,19/08/2024,August,2024,3:36 pm,Debit,"Paid ₹5855.00 to MAKEMYTRIP INDIA PVT LTD IN using Bank Account XXXXXX7517 Aug 19, 2024, 3:36:12 PM GMT+05:30"
₹269.00,Swiggy,Food,Night,18/08/2024,August,2024,10:44 pm,Debit,"Paid ₹269.00 to Swiggy using Bank Account XXXXXX7517 Aug 18, 2024, 10:44:25 PM GMT+05:30"
₹269.00,Swiggy,Food,Night,18/08/2024,August,2024,9:18 pm,Debit,"Paid ₹269.00 to Swiggy using Bank Account XXXXXX7517 Aug 18, 2024, 9:18:06 PM GMT+05:30"
₹490.00,Bikanervala KondapurKonadpur,Food,Night,18/08/2024,August,2024,8:45 pm,Debit,"Paid ₹490.00 to Bikanervala KondapurKonadpur using Bank Account XXXXXX7517 Aug 18, 2024, 8:45:36 PM GMT+05:30"
₹40.00,Chimalpad Gangaram,,Evening,18/08/2024,August,2024,4:21 pm,Debit,"Paid ₹40.00 to Chimalpad Gangaram using Bank Account XXXXXX7517 Aug 18, 2024, 4:21:35 PM GMT+05:30"
"₹1,090.00",Inditex Trent Retail,,Afternoon,18/08/2024,August,2024,3:23 pm,Debit,"Paid ₹1090.00 to Inditex Trent Retail using Bank Account XXXXXX7517 Aug 18, 2024, 3:23:55 PM GMT+05:30"
"₹1,000.00",,,Night,17/08/2024,August,2024,11:19 pm,Debit,"Sent ₹1000.00 using Bank Account XXXXXX7517 Aug 17, 2024, 11:19:42 PM GMT+05:30"
₹20.00,Azam Popcorn,,Night,17/08/2024,August,2024,7:48 pm,Debit,"Paid ₹20.00 to Azam Popcorn using Bank Account XXXXXX7517 Aug 17, 2024, 7:48:37 PM GMT+05:30"
₹50.00,,,Night,17/08/2024,August,2024,7:47 pm,Debit,"Sent ₹50.00 using Bank Account XXXXXX7517 Aug 17, 2024, 7:47:47 PM GMT+05:30"
"₹1,478.00",Shri Shridi Sai Enterprises  Kondapur,,Night,17/08/2024,August,2024,7:40 pm,Debit,"Paid ₹1478.00 to Shri Shridi Sai Enterprises  Kondapur using Bank Account XXXXXX7517 Aug 17, 2024, 7:40:09 PM GMT+05:30"
₹770.40,TATA 1MG HEALTHCARE SOLUTIONS PRIVATE LIMITED,Pharmacy,Afternoon,17/08/2024,August,2024,1:53 pm,Debit,"Paid ₹770.40 to TATA 1MG HEALTHCARE SOLUTIONS PRIVATE LIMITED using Bank Account XXXXXX7517 Aug 17, 2024, 1:53:17 PM GMT+05:30"
₹331.00,TSSPDCL,,Afternoon,17/08/2024,August,2024,1:03 pm,Debit,"Paid ₹331.00 to TSSPDCL using Bank Account XXXXXX7517 Aug 17, 2024, 1:03:24 PM GMT+05:30"
₹200.00,CHARMINAR BIRYANI,,Night,16/08/2024,August,2024,8:45 pm,Debit,"Paid ₹200.00 to CHARMINAR BIRYANI using Bank Account XXXXXX7517 Aug 16, 2024, 8:45:00 PM GMT+05:30"
₹569.00,CHARMINAR BIRYANI,,Night,16/08/2024,August,2024,8:44 pm,Debit,"Paid ₹569.00 to CHARMINAR BIRYANI using Bank Account XXXXXX7517 Aug 16, 2024, 8:44:01 PM GMT+05:30"
₹39.00,,Received,Morning,16/08/2024,August,2024,11:50 am,,"Received ₹39.00 Aug 16, 2024, 11:50:24 AM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Morning,16/08/2024,August,2024,10:46 am,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 16, 2024, 10:46:09 AM GMT+05:30"
"₹1,182.00",,,Evening,15/08/2024,August,2024,6:29 pm,Debit,"Paid ₹1182.00 using Bank Account XXXXXX7517 Aug 15, 2024, 6:29:09 PM GMT+05:30"
₹70.00,Sri Subham Food Court,Food,Afternoon,15/08/2024,August,2024,1:18 pm,Debit,"Paid ₹70.00 to Sri Subham Food Court using Bank Account XXXXXX7517 Aug 15, 2024, 1:18:43 PM GMT+05:30"
₹60.00,The Rameshwaram Cafe,Food,Night,14/08/2024,August,2024,11:27 pm,Debit,"Paid ₹60.00 to The Rameshwaram Cafe using Bank Account XXXXXX7517 Aug 14, 2024, 11:27:35 PM GMT+05:30"
"₹1,529.00",Amazon Pay,,Evening,14/08/2024,August,2024,4:35 pm,Debit,"Paid ₹1529.00 to Amazon Pay using Bank Account XXXXXX7517 Aug 14, 2024, 4:35:01 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,14/08/2024,August,2024,3:04 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 14, 2024, 3:04:57 PM GMT+05:30"
₹968.00,Amazon India,,Night,14/08/2024,August,2024,12:24 am,Debit,"Paid ₹968.00 to Amazon India using Bank Account XXXXXX7517 Aug 14, 2024, 12:24:44 AM GMT+05:30"
₹483.00,Bikanervala KondapurKonadpur,Food,Night,13/08/2024,August,2024,10:13 pm,Debit,"Paid ₹483.00 to Bikanervala KondapurKonadpur using Bank Account XXXXXX7517 Aug 13, 2024, 10:13:17 PM GMT+05:30"
₹140.00,Vj72 Botanical Garden Raod,,Night,13/08/2024,August,2024,7:58 pm,Debit,"Paid ₹140.00 to Vj72 Botanical Garden Raod using Bank Account XXXXXX7517 Aug 13, 2024, 7:58:16 PM GMT+05:30"
₹50.00,G Rajender,,Evening,13/08/2024,August,2024,5:00 pm,Debit,"Paid ₹50.00 to G Rajender using Bank Account XXXXXX7517 Aug 13, 2024, 5:00:09 PM GMT+05:30"
₹50.00,Sri Swetha Foods,Food,Night,11/08/2024,August,2024,10:39 pm,Debit,"Paid ₹50.00 to Sri Swetha Foods using Bank Account XXXXXX7517 Aug 11, 2024, 10:39:35 PM GMT+05:30"
₹659.00,Vj72 Botanical Garden Raod,,Evening,11/08/2024,August,2024,6:16 pm,Debit,"Paid ₹659.00 to Vj72 Botanical Garden Raod using Bank Account XXXXXX7517 Aug 11, 2024, 6:16:42 PM GMT+05:30"
"₹4,000.00",,,Night,10/08/2024,August,2024,9:42 pm,Debit,"Sent ₹4000.00 using Bank Account XXXXXX7517 Aug 10, 2024, 9:42:59 PM GMT+05:30"
₹40.00,ANIL KUMAR  CHANDESURE,,Afternoon,10/08/2024,August,2024,1:10 pm,Debit,"Paid ₹40.00 to ANIL KUMAR  CHANDESURE using Bank Account XXXXXX7517 Aug 10, 2024, 1:10:46 PM GMT+05:30"
₹200.00,SRI MANGALI PRAKASH,,Afternoon,10/08/2024,August,2024,12:34 pm,Debit,"Paid ₹200.00 to SRI MANGALI PRAKASH using Bank Account XXXXXX7517 Aug 10, 2024, 12:34:08 PM GMT+05:30"
₹30.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,09/08/2024,August,2024,2:46 pm,Debit,"Paid ₹30.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 9, 2024, 2:46:10 PM GMT+05:30"
₹699.00,Project Shades,,Night,08/08/2024,August,2024,9:20 pm,Debit,"Paid ₹699.00 to Project Shades using Bank Account XXXXXX7517 Aug 8, 2024, 9:20:21 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,08/08/2024,August,2024,2:49 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 8, 2024, 2:49:53 PM GMT+05:30"
₹70.00,GAYTRY DEVI,,Night,07/08/2024,August,2024,8:48 pm,Debit,"Paid ₹70.00 to GAYTRY DEVI using Bank Account XXXXXX7517 Aug 7, 2024, 8:48:01 PM GMT+05:30"
₹100.00,YALALA RAMU,,Night,07/08/2024,August,2024,8:18 pm,Debit,"Paid ₹100.00 to YALALA RAMU using Bank Account XXXXXX7517 Aug 7, 2024, 8:18:57 PM GMT+05:30"
₹288.00,ZAPVI BRANDS LLP,,Evening,07/08/2024,August,2024,6:40 pm,Debit,"Paid ₹288.00 to ZAPVI BRANDS LLP using Bank Account XXXXXX7517 Aug 7, 2024, 6:40:37 PM GMT+05:30"
"₹6,000.00",,Received,Afternoon,07/08/2024,August,2024,1:07 pm,,"Received ₹6000.00 Aug 7, 2024, 1:07:04 PM GMT+05:30"
₹734.05,INDIAN RAILWAY CATERING AND TO,Travel,Night,06/08/2024,August,2024,8:39 pm,Debit,"Paid ₹734.05 to INDIAN RAILWAY CATERING AND TO using Bank Account XXXXXX7517 Aug 6, 2024, 8:39:32 PM GMT+05:30"
₹734.05,INDIAN RAILWAY CATERING AND TO,Travel,Night,06/08/2024,August,2024,8:33 pm,Debit,"Paid ₹734.05 to INDIAN RAILWAY CATERING AND TO using Bank Account XXXXXX7517 Aug 6, 2024, 8:33:41 PM GMT+05:30"
₹30.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,06/08/2024,August,2024,2:35 pm,Debit,"Paid ₹30.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 6, 2024, 2:35:40 PM GMT+05:30"
"₹2,700.00",,,Night,05/08/2024,August,2024,10:02 pm,Debit,"Sent ₹2700.00 using Bank Account XXXXXX7517 Aug 5, 2024, 10:02:58 PM GMT+05:30"
₹40.00,SRI MANGALI PRAKASH,,Night,05/08/2024,August,2024,9:12 pm,Debit,"Paid ₹40.00 to SRI MANGALI PRAKASH using Bank Account XXXXXX7517 Aug 5, 2024, 9:12:10 PM GMT+05:30"
₹150.00,SRI MANGALI PRAKASH,,Night,05/08/2024,August,2024,9:11 pm,Debit,"Paid ₹150.00 to SRI MANGALI PRAKASH using Bank Account XXXXXX7517 Aug 5, 2024, 9:11:31 PM GMT+05:30"
"₹7,696.00",HENNES N MAURITZ,,Night,05/08/2024,August,2024,8:30 pm,Debit,"Paid ₹7696.00 to HENNES N MAURITZ using Bank Account XXXXXX7517 Aug 5, 2024, 8:30:49 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,05/08/2024,August,2024,2:05 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 5, 2024, 2:05:40 PM GMT+05:30"
"₹5,000.00",,,Afternoon,05/08/2024,August,2024,12:53 pm,Debit,"Sent ₹5000.00 using Bank Account XXXXXX7517 Aug 5, 2024, 12:53:15 PM GMT+05:30"
"₹21,800.00",,Received,Afternoon,05/08/2024,August,2024,12:42 pm,,"Received ₹21,800.00 Aug 5, 2024, 12:42:36 PM GMT+05:30"
₹851.00,,,Evening,04/08/2024,August,2024,6:52 pm,Debit,"Sent ₹851.00 using Bank Account XXXXXX7517 Aug 4, 2024, 6:52:08 PM GMT+05:30"
₹570.00,The Alley Drive-in,,Evening,03/08/2024,August,2024,6:22 pm,Debit,"Paid ₹570.00 to The Alley Drive-in using Bank Account XXXXXX7517 Aug 3, 2024, 6:22:48 PM GMT+05:30"
₹500.00,,Received,Afternoon,03/08/2024,August,2024,2:14 pm,,"Received ₹500.00 Aug 3, 2024, 2:14:08 PM GMT+05:30"
₹120.00,Social Hi Tech City,,Night,03/08/2024,August,2024,12:28 am,Debit,"Paid ₹120.00 to Social Hi Tech City using Bank Account XXXXXX7517 Aug 3, 2024, 12:28:22 AM GMT+05:30"
₹869.00,Social Hi Tech City,,Night,03/08/2024,August,2024,12:09 am,Debit,"Paid ₹869.00 to Social Hi Tech City using Bank Account XXXXXX7517 Aug 3, 2024, 12:09:08 AM GMT+05:30"
₹75.00,Mr  ASHOK KUMAR  PER,Smoke,Evening,02/08/2024,August,2024,6:20 pm,Debit,"Paid ₹75.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 2, 2024, 6:20:52 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Evening,02/08/2024,August,2024,6:15 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 2, 2024, 6:15:07 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,02/08/2024,August,2024,1:56 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Aug 2, 2024, 1:56:31 PM GMT+05:30"
"₹10,750.00",,Received,Morning,01/08/2024,August,2024,11:16 am,,"Received ₹10,750.00 Aug 1, 2024, 11:16:13 AM GMT+05:30"
₹120.00,YouTube,,Afternoon,31/07/2024,July,2024,3:42 pm,Debit,"Paid ₹120.00 to YouTube using Bank Account XXXXXX7517 Jul 31, 2024, 3:42:50 PM GMT+05:30"
"₹10,100.00",,Received,Morning,31/07/2024,July,2024,6:16 am,,"Received ₹10,100.00 Jul 31, 2024, 6:16:15 AM GMT+05:30"
"₹10,100.00",,,Morning,30/07/2024,July,2024,8:41 am,Debit,"Sent ₹10,100.00 using Bank Account XXXXXX7517 Jul 30, 2024, 8:41:57 AM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Evening,29/07/2024,July,2024,4:34 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Jul 29, 2024, 4:34:05 PM GMT+05:30"
₹505.00,Chandigarh Dhaba,Food,Night,28/07/2024,July,2024,8:37 pm,Debit,"Paid ₹505.00 to Chandigarh Dhaba using Bank Account XXXXXX7517 Jul 28, 2024, 8:37:20 PM GMT+05:30"
₹20.00,The Alley Drive-in,,Night,28/07/2024,July,2024,7:36 pm,Debit,"Paid ₹20.00 to The Alley Drive-in using Bank Account XXXXXX7517 Jul 28, 2024, 7:36:39 PM GMT+05:30"
₹281.23,Zepto,Grocery,Afternoon,28/07/2024,July,2024,1:06 pm,Debit,"Paid ₹281.23 to Zepto using Bank Account XXXXXX7517 Jul 28, 2024, 1:06:02 PM GMT+05:30"
₹246.00,,,Evening,27/07/2024,July,2024,6:56 pm,Debit,"Paid ₹246.00 using Bank Account XXXXXX7517 Jul 27, 2024, 6:56:17 PM GMT+05:30"
"₹2,047.00",,,Evening,27/07/2024,July,2024,6:01 pm,Debit,"Sent ₹2047.00 using Bank Account XXXXXX7517 Jul 27, 2024, 6:01:31 PM GMT+05:30"
₹94.00,Burfi Ghar Kondapur 1,Food,Morning,27/07/2024,July,2024,11:38 am,Debit,"Paid ₹94.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Jul 27, 2024, 11:38:11 AM GMT+05:30"
₹500.00,,,Night,26/07/2024,July,2024,8:50 pm,Debit,"Sent ₹500.00 using Bank Account XXXXXX7517 Jul 26, 2024, 8:50:09 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,26/07/2024,July,2024,2:33 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Jul 26, 2024, 2:33:34 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Morning,26/07/2024,July,2024,11:02 am,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Jul 26, 2024, 11:02:58 AM GMT+05:30"
₹12.00,MOHD AKBAR,,Night,24/07/2024,July,2024,11:39 pm,Debit,"Paid ₹12.00 to MOHD AKBAR using Bank Account XXXXXX7517 Jul 24, 2024, 11:39:13 PM GMT+05:30"
₹15.00,RAMA RAO  PUTTA,,Night,24/07/2024,July,2024,11:38 pm,Debit,"Paid ₹15.00 to RAMA RAO  PUTTA using Bank Account XXXXXX7517 Jul 24, 2024, 11:38:53 PM GMT+05:30"
"₹1,198.00",Amazon India,,Afternoon,22/07/2024,July,2024,3:54 pm,Debit,"Paid ₹1198.00 to Amazon India using Bank Account XXXXXX7517 Jul 22, 2024, 3:54:56 PM GMT+05:30"
₹202.00,Swiggy,Food,Night,21/07/2024,July,2024,8:06 pm,Debit,"Paid ₹202.00 to Swiggy using Bank Account XXXXXX7517 Jul 21, 2024, 8:06:40 PM GMT+05:30"
₹40.00,Mat Shivayya Swamy,,Evening,21/07/2024,July,2024,4:19 pm,Debit,"Paid ₹40.00 to Mat Shivayya Swamy using Bank Account XXXXXX7517 Jul 21, 2024, 4:19:50 PM GMT+05:30"
₹89.00,Burfi Ghar Kondapur 1,Food,Morning,21/07/2024,July,2024,11:07 am,Debit,"Paid ₹89.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Jul 21, 2024, 11:07:29 AM GMT+05:30"
₹50.00,,Received,Afternoon,19/07/2024,July,2024,3:43 pm,,"Received ₹50.00 Jul 19, 2024, 3:43:28 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,19/07/2024,July,2024,3:43 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Jul 19, 2024, 3:43:20 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,18/07/2024,July,2024,3:37 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Jul 18, 2024, 3:37:47 PM GMT+05:30"
₹316.00,Southern Power Distribution Com of Telangana Ltd,,Morning,18/07/2024,July,2024,7:12 am,Debit,"Paid ₹316.00 to Southern Power Distribution Com of Telangana Ltd using Bank Account XXXXXX7517 Jul 18, 2024, 7:12:46 AM GMT+05:30"
₹248.00,UDHAY BHOJANASALA,,Night,17/07/2024,July,2024,9:31 pm,Debit,"Paid ₹248.00 to UDHAY BHOJANASALA using Bank Account XXXXXX7517 Jul 17, 2024, 9:31:08 PM GMT+05:30"
₹60.00,Manaswini Medical,,Night,17/07/2024,July,2024,8:22 pm,Debit,"Paid ₹60.00 to Manaswini Medical using Bank Account XXXXXX7517 Jul 17, 2024, 8:22:07 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,17/07/2024,July,2024,2:47 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Jul 17, 2024, 2:47:06 PM GMT+05:30"
₹26.00,Manaswini Medical,,Morning,13/07/2024,July,2024,11:39 am,Debit,"Paid ₹26.00 to Manaswini Medical using Bank Account XXXXXX7517 Jul 13, 2024, 11:39:51 AM GMT+05:30"
₹89.00,Burfi Ghar Kondapur 1,Food,Morning,13/07/2024,July,2024,11:35 am,Debit,"Paid ₹89.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Jul 13, 2024, 11:35:47 AM GMT+05:30"
₹232.00,Swiggy,Food,Night,11/07/2024,July,2024,7:50 pm,Debit,"Paid ₹232.00 to Swiggy using Bank Account XXXXXX7517 Jul 11, 2024, 7:50:07 PM GMT+05:30"
₹514.92,ZEPTO,Grocery,Night,10/07/2024,July,2024,7:54 pm,Debit,"Paid ₹514.92 to ZEPTO using Bank Account XXXXXX7517 Jul 10, 2024, 7:54:35 PM GMT+05:30"
₹384.00,Swiggy,Food,Night,10/07/2024,July,2024,7:53 pm,Debit,"Paid ₹384.00 to Swiggy using Bank Account XXXXXX7517 Jul 10, 2024, 7:53:30 PM GMT+05:30"
₹200.00,Bundl Technologies pvt Ltd,Food,Night,08/07/2024,July,2024,8:49 pm,Debit,"Paid ₹200.00 to Bundl Technologies pvt Ltd using Bank Account XXXXXX7517 Jul 8, 2024, 8:49:28 PM GMT+05:30"
"₹1,498.10",H and M HENNES and MAURITZ RETAIL PRIVATE LIMITED,,Morning,08/07/2024,July,2024,11:47 am,Debit,"Paid ₹1498.10 to H and M HENNES and MAURITZ RETAIL PRIVATE LIMITED using Bank Account XXXXXX7517 Jul 8, 2024, 11:47:57 AM GMT+05:30"
"₹2,000.00",NEXTBILLION TECHNOLOGY PRIVATE LIMITED,,Afternoon,07/07/2024,July,2024,12:10 pm,Debit,"Paid ₹2000.00 to NEXTBILLION TECHNOLOGY PRIVATE LIMITED using Bank Account XXXXXX7517 Jul 7, 2024, 12:10:41 PM GMT+05:30"
₹496.00,Tata 1mg Healthcare Solutions Private Limited,Pharmacy,Morning,07/07/2024,July,2024,11:29 am,Debit,"Paid ₹496.00 to Tata 1mg Healthcare Solutions Private Limited using Bank Account XXXXXX7517 Jul 7, 2024, 11:29:47 AM GMT+05:30"
₹958.10,HM HENNES  MAURITZ R,,Night,06/07/2024,July,2024,1:23 am,Debit,"Paid ₹958.10 to HM HENNES  MAURITZ R using Bank Account XXXXXX7517 Jul 6, 2024, 1:23:09 AM GMT+05:30"
₹90.00,Narender,,Morning,05/07/2024,July,2024,10:45 am,Debit,"Paid ₹90.00 to Narender using Bank Account XXXXXX7517 Jul 5, 2024, 10:45:32 AM GMT+05:30"
₹90.00,,,Morning,05/07/2024,July,2024,9:59 am,Debit,"Paid ₹90.00 using Bank Account XXXXXX7517 Jul 5, 2024, 9:59:58 AM GMT+05:30"
₹236.47,Zepto,Grocery,Night,03/07/2024,July,2024,8:39 pm,Debit,"Paid ₹236.47 to Zepto using Bank Account XXXXXX7517 Jul 3, 2024, 8:39:59 PM GMT+05:30"
₹772.00,amazon pay groceries,Grocery,Evening,30/06/2024,June,2024,5:45 pm,Debit,"Paid ₹772.00 to amazon pay groceries using Bank Account XXXXXX7517 Jun 30, 2024, 5:45:18 PM GMT+05:30"
₹772.00,,,Evening,30/06/2024,June,2024,5:41 pm,,"Paid ₹772.00 to Amazon Pay Groceries Jun 30, 2024, 5:41:37 PM GMT+05:30"
₹20.00,Sampath K,,Afternoon,30/06/2024,June,2024,1:45 pm,Debit,"Paid ₹20.00 to Sampath K using Bank Account XXXXXX7517 Jun 30, 2024, 1:45:00 PM GMT+05:30"
₹90.00,Sri Subham Food Court,Food,Afternoon,30/06/2024,June,2024,1:35 pm,Debit,"Paid ₹90.00 to Sri Subham Food Court using Bank Account XXXXXX7517 Jun 30, 2024, 1:35:05 PM GMT+05:30"
₹100.00,CHEF MARATHI,,Night,29/06/2024,June,2024,7:09 pm,Debit,"Paid ₹100.00 to CHEF MARATHI using Bank Account XXXXXX7517 Jun 29, 2024, 7:09:28 PM GMT+05:30"
₹69.00,Burfi Ghar Kondapur 1,Food,Afternoon,29/06/2024,June,2024,12:22 pm,Debit,"Paid ₹69.00 to Burfi Ghar Kondapur 1 using Bank Account XXXXXX7517 Jun 29, 2024, 12:22:39 PM GMT+05:30"
₹948.10,DRSHETHS,,Night,28/06/2024,June,2024,8:24 pm,Debit,"Paid ₹948.10 to DRSHETHS using Bank Account XXXXXX7517 Jun 28, 2024, 8:24:38 PM GMT+05:30"
₹156.00,Bundl Technologies pvt Ltd,Food,Night,28/06/2024,June,2024,7:28 pm,Debit,"Paid ₹156.00 to Bundl Technologies pvt Ltd using Bank Account XXXXXX7517 Jun 28, 2024, 7:28:14 PM GMT+05:30"
₹195.00,Swiggy,Food,Night,27/06/2024,June,2024,7:14 pm,Debit,"Paid ₹195.00 to Swiggy using Bank Account XXXXXX7517 Jun 27, 2024, 7:14:26 PM GMT+05:30"
₹10.00,SWIGGY,Food,Night,27/06/2024,June,2024,7:07 pm,Debit,"Paid ₹10.00 to SWIGGY using Bank Account XXXXXX7517 Jun 27, 2024, 7:07:34 PM GMT+05:30"
₹185.00,Bundl technologies Pvt Ltd Swi,Food,Night,26/06/2024,June,2024,8:40 pm,Debit,"Paid ₹185.00 to Bundl technologies Pvt Ltd Swi using Bank Account XXXXXX7517 Jun 26, 2024, 8:40:58 PM GMT+05:30"
₹30.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,26/06/2024,June,2024,2:05 pm,Debit,"Paid ₹30.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Jun 26, 2024, 2:05:27 PM GMT+05:30"
₹423.00,SWIGGY,Food,Night,22/06/2024,June,2024,8:00 pm,Debit,"Paid ₹423.00 to SWIGGY using Bank Account XXXXXX7517 Jun 22, 2024, 8:00:33 PM GMT+05:30"
₹200.00,SRI MANGALI PRAKASH,,Afternoon,22/06/2024,June,2024,12:47 pm,Debit,"Paid ₹200.00 to SRI MANGALI PRAKASH using Bank Account XXXXXX7517 Jun 22, 2024, 12:47:11 PM GMT+05:30"
₹30.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,21/06/2024,June,2024,1:50 pm,Debit,"Paid ₹30.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Jun 21, 2024, 1:50:54 PM GMT+05:30"
₹30.00,Mr  ASHOK KUMAR  PER,Smoke,Evening,20/06/2024,June,2024,4:13 pm,Debit,"Paid ₹30.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Jun 20, 2024, 4:13:26 PM GMT+05:30"
